代码,名称,选中日期,选中当日涨跌幅,选中1日涨跌幅,选中2日涨跌幅,选中3日涨跌幅,选中4日涨跌幅,选中5日涨跌幅,选中6日涨跌幅,选中7日涨跌幅,选中8日涨跌幅,选中9日涨跌幅,选中10日涨跌幅
000010,美丽生态,2021-03-09T00:00:00+08:00,10.11,1.49,-3.42,-2.03,3.36,4.25,-3.6,-0.25,-2.0,5.6,0.24
000010,美丽生态,2021-03-24T00:00:00+08:00,10.1,-4.59,3.43,-3.76,-6.44,0.74,-2.2,3.99,2.64,-1.17,-2.6
000010,美丽生态,2021-10-12T00:00:00+08:00,9.97,-5.01,0.75,-2.24,0.51,-1.52,0.52,-0.51,-3.09,0.53,0.79
000007,*ST全新,2021-02-18T00:00:00+08:00,9.92,10.11,10.16,-3.27,3.08,10.15,10.03,7.14,-9.89,6.89,-10.02
000007,*ST全新,2021-02-19T00:00:00+08:00,10.11,10.16,-3.27,3.08,10.15,10.03,7.14,-9.89,6.89,-10.02,-3.98
000007,*ST全新,2021-02-22T00:00:00+08:00,10.16,-3.27,3.08,10.15,10.03,7.14,-9.89,6.89,-10.02,-3.98,9.94
000007,*ST全新,2021-02-25T00:00:00+08:00,10.15,10.03,7.14,-9.89,6.89,-10.02,-3.98,9.94,10.05,-0.23,-4.58
000007,*ST全新,2021-02-26T00:00:00+08:00,10.03,7.14,-9.89,6.89,-10.02,-3.98,9.94,10.05,-0.23,-4.58,2.4
000007,*ST全新,2021-03-08T00:00:00+08:00,9.94,10.05,-0.23,-4.58,2.4,-4.92,5.17,10.07,-5.32,0.67,-4.24
000007,*ST全新,2021-03-09T00:00:00+08:00,10.05,-0.23,-4.58,2.4,-4.92,5.17,10.07,-5.32,0.67,-4.24,-3.5
000007,*ST全新,2021-03-17T00:00:00+08:00,10.07,-5.32,0.67,-4.24,-3.5,-9.42,1.6,1.05,-3.38,-5.38,9.94
000007,*ST全新,2021-03-31T00:00:00+08:00,9.94,3.36,1.25,-2.22,3.03,-2.21,-2.76,0.0,-3.87,1.88,-2.89
000002,万  科Ａ,2021-02-25T00:00:00+08:00,10.0,0.33,0.76,-0.18,0.63,-2.42,-3.52,-1.08,-0.58,-1.06,1.5
000005,ST星源,2021-03-25T00:00:00+08:00,10.16,-2.48,-7.27,-5.1,0.0,-2.89,-1.7,1.3,0.85,-1.69,-1.72
000011,深物业A,2021-03-15T00:00:00+08:00,10.01,10.03,10.04,4.37,-7.38,3.12,-9.99,-5.65,2.58,1.33,4.31
000011,深物业A,2021-03-16T00:00:00+08:00,10.03,10.04,4.37,-7.38,3.12,-9.99,-5.65,2.58,1.33,4.31,-3.99
000011,深物业A,2021-03-17T00:00:00+08:00,10.04,4.37,-7.38,3.12,-9.99,-5.65,2.58,1.33,4.31,-3.99,-1.82
000009,中国宝安,2021-02-02T00:00:00+08:00,10.01,0.25,0.88,2.0,-0.12,-0.74,0.74,4.42,9.99,9.94,4.96
000009,中国宝安,2021-02-19T00:00:00+08:00,9.99,9.94,4.96,-4.91,-2.73,-3.1,0.72,-3.28,1.38,-3.56,0.0
000009,中国宝安,2021-02-22T00:00:00+08:00,9.94,4.96,-4.91,-2.73,-3.1,0.72,-3.28,1.38,-3.56,0.0,-2.82
000009,中国宝安,2021-04-06T00:00:00+08:00,10.04,0.99,-5.11,-0.31,-2.39,2.98,2.38,0.0,0.81,-0.5,9.36
000009,中国宝安,2021-06-07T00:00:00+08:00,10.01,8.74,5.33,9.97,0.07,8.35,-8.75,7.52,6.66,1.5,-2.21
000009,中国宝安,2021-06-10T00:00:00+08:00,9.97,0.07,8.35,-8.75,7.52,6.66,1.5,-2.21,-0.63,0.57,3.27
000009,中国宝安,2021-06-28T00:00:00+08:00,9.99,1.88,-0.65,-5.04,0.17,2.3,2.14,2.04,9.98,7.85,8.74
000009,中国宝安,2021-07-08T00:00:00+08:00,9.98,7.85,8.74,-4.6,-3.29,0.59,-1.04,-5.83,3.05,5.07,10.01
000009,中国宝安,2021-07-22T00:00:00+08:00,10.01,-5.85,-0.04,-7.6,-10.0,10.02,0.09,4.9,-7.01,10.0,10.01
000009,中国宝安,2021-07-29T00:00:00+08:00,10.02,0.09,4.9,-7.01,10.0,10.01,7.11,-4.73,0.23,-1.64,-2.78
000009,中国宝安,2021-08-04T00:00:00+08:00,10.0,10.01,7.11,-4.73,0.23,-1.64,-2.78,4.0,-7.42,0.85,2.73
000009,中国宝安,2021-08-05T00:00:00+08:00,10.01,7.11,-4.73,0.23,-1.64,-2.78,4.0,-7.42,0.85,2.73,9.98
000009,中国宝安,2021-08-19T00:00:00+08:00,9.98,-0.04,0.6,6.7,0.59,-7.72,2.61,-1.6,3.63,-9.71,0.4
000009,中国宝安,2021-09-14T00:00:00+08:00,10.0,-3.07,-5.84,4.98,4.65,-2.22,-2.91,-10.02,-1.61,-4.92,6.67
000009,中国宝安,2021-10-20T00:00:00+08:00,10.02,-4.13,-1.82,10.02,6.6,-0.1,3.51,-2.97,-1.96,-3.95,-3.2
000009,中国宝安,2021-10-25T00:00:00+08:00,10.02,6.6,-0.1,3.51,-2.97,-1.96,-3.95,-3.2,3.31,-6.6,10.01
000009,中国宝安,2021-11-08T00:00:00+08:00,10.01,1.09,-7.09,-2.21,-0.86,-4.29,-3.97,3.84,0.51,-1.58,4.37
000012,南  玻Ａ,2021-05-19T00:00:00+08:00,9.99,-9.99,-4.26,3.4,2.6,6.95,4.13,1.49,0.39,-2.33,0.2
000012,南  玻Ａ,2021-07-12T00:00:00+08:00,10.0,10.02,-2.95,3.82,-2.01,0.77,-2.54,0.87,1.81,-5.33,-1.88
000012,南  玻Ａ,2021-07-13T00:00:00+08:00,10.02,-2.95,3.82,-2.01,0.77,-2.54,0.87,1.81,-5.33,-1.88,-10.03
000004,国华网安,2021-04-13T00:00:00+08:00,10.01,0.96,-2.05,1.02,3.19,-2.58,-2.07,-0.87,1.69,-2.58,-3.52
000004,国华网安,2021-06-07T00:00:00+08:00,10.02,0.73,9.99,9.99,10.0,-10.01,-6.63,3.82,-5.45,5.01,-2.84
000004,国华网安,2021-06-09T00:00:00+08:00,9.99,9.99,10.0,-10.01,-6.63,3.82,-5.45,5.01,-2.84,-1.88,-4.75
000004,国华网安,2021-06-10T00:00:00+08:00,9.99,10.0,-10.01,-6.63,3.82,-5.45,5.01,-2.84,-1.88,-4.75,-3.98
000004,国华网安,2021-06-11T00:00:00+08:00,10.0,-10.01,-6.63,3.82,-5.45,5.01,-2.84,-1.88,-4.75,-3.98,1.82
000004,国华网安,2021-07-05T00:00:00+08:00,10.01,-2.53,-3.37,4.35,-3.76,9.99,10.01,0.71,0.96,1.26,10.0
000004,国华网安,2021-07-12T00:00:00+08:00,9.99,10.01,0.71,0.96,1.26,10.0,1.29,-0.96,-4.94,-0.78,-8.04
000004,国华网安,2021-07-13T00:00:00+08:00,10.01,0.71,0.96,1.26,10.0,1.29,-0.96,-4.94,-0.78,-8.04,1.7
000004,国华网安,2021-07-19T00:00:00+08:00,10.0,1.29,-0.96,-4.94,-0.78,-8.04,1.7,-8.33,2.88,2.76,3.23
000004,国华网安,2021-09-14T00:00:00+08:00,9.98,-2.24,-0.85,-3.52,1.67,2.67,0.0,0.55,-4.18,-3.63,2.21
000004,国华网安,2021-11-15T00:00:00+08:00,9.99,3.44,-2.93,-3.33,0.86,0.64,-0.42,1.6,-1.83,0.16,-2.08
000014,沙河股份,2021-01-19T00:00:00+08:00,9.97,-3.21,-1.66,-2.9,-5.47,0.39,1.44,-1.81,-1.05,0.0,1.59
000017,深中华A,2021-07-08T00:00:00+08:00,9.97,10.08,5.72,-7.79,-4.23,1.72,-3.61,2.0,10.05,0.89,-0.44
000017,深中华A,2021-07-09T00:00:00+08:00,10.08,5.72,-7.79,-4.23,1.72,-3.61,2.0,10.05,0.89,-0.44,-4.43
000017,深中华A,2021-07-20T00:00:00+08:00,10.05,0.89,-0.44,-4.43,1.16,-6.19,-2.44,5.26,-1.9,2.18,3.56
000020,深华发Ａ,2021-01-18T00:00:00+08:00,10.04,10.04,10.05,3.27,-7.95,-9.96,-9.98,-7.07,2.57,-4.22,-2.02
000020,深华发Ａ,2021-01-19T00:00:00+08:00,10.04,10.05,3.27,-7.95,-9.96,-9.98,-7.07,2.57,-4.22,-2.02,0.0
000020,深华发Ａ,2021-01-20T00:00:00+08:00,10.05,3.27,-7.95,-9.96,-9.98,-7.07,2.57,-4.22,-2.02,0.0,0.0
000019,深粮控股,2021-03-05T00:00:00+08:00,10.07,-4.64,-5.27,-2.14,1.6,-0.43,2.16,0.42,3.51,-2.31,-1.11
000021,深科技,2021-02-18T00:00:00+08:00,9.98,1.78,-0.6,-1.66,0.56,-1.54,-1.71,3.62,2.47,-0.77,-1.28
000021,深科技,2021-11-05T00:00:00+08:00,9.98,-4.54,0.56,-0.87,-0.13,0.63,-0.69,-3.08,0.84,0.39,0.45
000023,深天地Ａ,2021-02-08T00:00:00+08:00,9.99,-0.19,3.35,3.18,-0.65,-0.36,1.8,-2.0,-2.22,-2.27,0.69
000025,特  力Ａ,2021-03-17T00:00:00+08:00,10.03,-3.63,-1.73,0.0,0.82,-2.68,0.96,-0.25,-0.51,-2.94,-2.18
000026,飞亚达,2021-01-27T00:00:00+08:00,10.01,-2.14,-2.03,0.48,-3.57,1.48,-8.92,9.97,6.07,-0.15,3.13
000026,飞亚达,2021-02-05T00:00:00+08:00,9.97,6.07,-0.15,3.13,4.74,-1.2,-3.3,0.59,-2.58,-0.6,-1.06
000027,深圳能源,2021-03-02T00:00:00+08:00,10.02,3.45,-2.88,10.0,9.94,-4.78,10.04,6.91,-0.23,-3.01,9.77
000027,深圳能源,2021-03-05T00:00:00+08:00,10.0,9.94,-4.78,10.04,6.91,-0.23,-3.01,9.77,-8.36,-1.07,0.12
000027,深圳能源,2021-03-08T00:00:00+08:00,9.94,-4.78,10.04,6.91,-0.23,-3.01,9.77,-8.36,-1.07,0.12,10.05
000027,深圳能源,2021-03-10T00:00:00+08:00,10.04,6.91,-0.23,-3.01,9.77,-8.36,-1.07,0.12,10.05,10.0,9.98
000027,深圳能源,2021-03-22T00:00:00+08:00,10.05,10.0,9.98,-9.97,9.98,9.98,0.08,-7.5,-4.72,-5.05,3.25
000027,深圳能源,2021-03-23T00:00:00+08:00,10.0,9.98,-9.97,9.98,9.98,0.08,-7.5,-4.72,-5.05,3.25,4.48
000027,深圳能源,2021-03-24T00:00:00+08:00,9.98,-9.97,9.98,9.98,0.08,-7.5,-4.72,-5.05,3.25,4.48,-7.4
000027,深圳能源,2021-03-26T00:00:00+08:00,9.98,9.98,0.08,-7.5,-4.72,-5.05,3.25,4.48,-7.4,2.96,6.42
000027,深圳能源,2021-03-29T00:00:00+08:00,9.98,0.08,-7.5,-4.72,-5.05,3.25,4.48,-7.4,2.96,6.42,-9.9
000027,深圳能源,2021-05-31T00:00:00+08:00,10.0,-4.21,1.05,-3.91,-1.99,-4.89,0.78,-2.89,0.69,5.02,-2.06
000029,深深房Ａ,2021-01-14T00:00:00+08:00,9.96,4.39,-0.51,0.9,-3.81,-0.53,-4.91,-4.33,-2.04,-0.6,-2.1
000029,深深房Ａ,2021-02-24T00:00:00+08:00,9.94,10.01,-5.82,0.81,-2.13,1.22,-1.61,0.41,1.09,-2.02,-0.96
000029,深深房Ａ,2021-02-25T00:00:00+08:00,10.01,-5.82,0.81,-2.13,1.22,-1.61,0.41,1.09,-2.02,-0.96,4.58
000030,富奥股份,2021-01-20T00:00:00+08:00,9.94,-4.24,0.59,-0.59,-0.88,0.15,-2.23,-2.43,-1.71,1.9,-1.56
000030,富奥股份,2021-11-12T00:00:00+08:00,9.97,2.3,1.95,2.06,-1.3,7.89,4.88,6.46,-3.64,-3.15,7.93
000035,中国天楹,2021-09-23T00:00:00+08:00,9.94,-1.85,-1.32,2.48,-2.79,0.38,0.0,-1.33,-2.12,-5.72,-0.63
000035,中国天楹,2021-11-12T00:00:00+08:00,9.96,1.95,-1.39,1.41,-3.31,0.0,2.7,-2.11,-1.43,0.0,2.73
000034,神州数码,2021-03-31T00:00:00+08:00,9.98,-1.24,-1.53,1.17,-0.77,-0.89,-1.17,0.17,-0.11,-0.85,-0.97
000034,神州数码,2021-06-10T00:00:00+08:00,10.01,2.4,-2.15,-4.03,3.14,-0.15,0.0,-1.24,1.05,-2.38,5.88
000034,神州数码,2021-07-02T00:00:00+08:00,10.01,2.72,-4.17,-1.09,1.69,-2.93,2.04,-4.09,-5.17,-9.9,-1.05
000032,深桑达Ａ,2021-01-04T00:00:00+08:00,10.0,3.25,-1.52,-1.4,-0.76,-3.01,-0.16,2.37,-0.98,0.47,-3.99
000032,深桑达Ａ,2021-02-22T00:00:00+08:00,10.01,10.0,0.82,10.0,-9.99,-6.24,0.6,-3.77,4.16,-1.38,2.74
000032,深桑达Ａ,2021-02-23T00:00:00+08:00,10.0,0.82,10.0,-9.99,-6.24,0.6,-3.77,4.16,-1.38,2.74,-2.13
000032,深桑达Ａ,2021-02-25T00:00:00+08:00,10.0,-9.99,-6.24,0.6,-3.77,4.16,-1.38,2.74,-2.13,1.16,3.8
000032,深桑达Ａ,2021-05-13T00:00:00+08:00,9.98,-3.18,-1.88,-0.25,-1.38,0.3,0.5,-1.39,1.46,0.74,-0.99
000032,深桑达Ａ,2021-08-27T00:00:00+08:00,10.03,5.13,-5.91,-2.36,0.48,0.37,-1.12,-0.65,-0.49,0.76,-0.54
000032,深桑达Ａ,2021-11-29T00:00:00+08:00,9.99,-2.52,10.02,-2.15,-4.4,0.42,2.61,-0.36,-1.73,-0.62,-0.78
000036,华联控股,2021-06-28T00:00:00+08:00,9.97,10.02,1.08,0.0,1.07,3.18,0.82,-3.06,-2.11,2.37,1.47
000036,华联控股,2021-06-29T00:00:00+08:00,10.02,1.08,0.0,1.07,3.18,0.82,-3.06,-2.11,2.37,1.47,-1.24
000036,华联控股,2021-08-24T00:00:00+08:00,10.05,8.89,-0.45,-2.96,0.23,2.34,1.6,0.23,-2.02,0.46,-0.23
000036,华联控股,2021-09-23T00:00:00+08:00,10.0,-2.75,-4.78,1.37,-1.8,0.23,0.92,-1.81,-1.85,1.65,-2.78
000037,深南电A,2021-03-26T00:00:00+08:00,10.0,4.63,-8.44,-1.55,-2.41,-4.18,-0.69,1.0,-7.31,-1.71,1.08
000037,深南电A,2021-05-21T00:00:00+08:00,10.01,10.0,-2.66,1.47,-3.52,-2.47,2.42,-2.68,1.87,-2.49,-1.22
000037,深南电A,2021-05-24T00:00:00+08:00,10.0,-2.66,1.47,-3.52,-2.47,2.42,-2.68,1.87,-2.49,-1.22,-1.91
000037,深南电A,2021-08-23T00:00:00+08:00,9.94,0.89,-0.13,-1.52,-0.39,2.84,-1.63,6.11,2.28,-0.35,0.24
000037,深南电A,2021-09-30T00:00:00+08:00,10.03,6.38,-4.39,3.81,-7.44,-4.43,-5.12,1.67,0.76,1.88,-2.34
000039,中集集团,2021-01-22T00:00:00+08:00,9.99,1.47,-5.79,-5.07,-9.77,-2.86,1.3,-2.3,-2.49,-4.32,-3.11
000039,中集集团,2021-09-08T00:00:00+08:00,9.99,2.28,-2.56,3.39,-5.4,-0.05,-3.22,0.91,2.2,-0.83,-2.96
000048,京基智农,2021-02-08T00:00:00+08:00,10.0,9.17,3.37,-2.05,-0.82,-5.49,-0.91,-2.66,-2.05,-1.82,4.93
000040,东旭蓝天,2021-03-11T00:00:00+08:00,10.12,0.35,3.17,-1.37,-1.73,-1.06,1.78,2.45,-4.44,9.29,-6.21
000040,东旭蓝天,2021-03-26T00:00:00+08:00,10.1,0.95,-2.82,1.61,-3.17,-3.93,1.71,0.0,-3.69,-1.39,0.0
000040,东旭蓝天,2021-08-04T00:00:00+08:00,10.09,-1.72,-1.17,-2.95,0.91,1.51,-0.59,-1.19,-1.21,0.31,-0.3
000040,东旭蓝天,2021-08-30T00:00:00+08:00,9.91,0.82,-5.69,10.06,2.09,0.51,-1.27,0.77,0.26,-2.04,1.82
000040,东旭蓝天,2021-09-02T00:00:00+08:00,10.06,2.09,0.51,-1.27,0.77,0.26,-2.04,1.82,-1.28,10.1,-5.88
000040,东旭蓝天,2021-09-15T00:00:00+08:00,10.1,-5.88,2.5,4.88,-2.33,-4.05,-5.46,3.67,-3.8,1.58,1.04
000045,深纺织Ａ,2021-03-15T00:00:00+08:00,10.05,1.23,4.15,-2.69,0.6,4.67,-0.34,-3.33,-1.42,3.37,-2.79
000046,泛海控股,2021-05-26T00:00:00+08:00,10.0,-3.03,-0.69,-2.45,-0.36,-1.44,0.73,2.9,-1.06,0.36,1.06
000046,泛海控股,2021-08-05T00:00:00+08:00,10.1,-5.96,0.0,0.0,2.44,0.0,-0.95,0.96,-1.9,2.43,-1.9
000055,方大集团,2021-10-25T00:00:00+08:00,10.09,-2.56,1.75,1.51,-1.69,2.16,-2.11,0.0,0.43,-1.72,1.53
000058,深 赛 格,2021-03-09T00:00:00+08:00,10.05,-5.24,-0.63,-1.11,-0.8,4.86,2.32,-1.96,-2.77,1.43,-2.66
000058,深 赛 格,2021-06-24T00:00:00+08:00,9.93,-2.46,2.53,-4.43,2.06,-3.2,0.17,0.69,0.52,-0.34,-0.86
000058,深 赛 格,2021-09-03T00:00:00+08:00,10.05,-3.83,-3.06,-2.05,0.65,-3.53,0.83,0.99,0.65,-2.76,0.33
000058,深 赛 格,2021-11-18T00:00:00+08:00,10.03,-3.4,2.24,2.03,-4.91,-1.13,-0.98,0.99,-0.98,1.65,-2.27
000050,深天马Ａ,2021-07-09T00:00:00+08:00,10.03,-1.01,-1.9,-3.75,-0.07,-0.74,0.34,-0.41,-0.54,1.36,-4.37
000056,皇庭国际,2021-02-24T00:00:00+08:00,10.2,9.96,10.03,-6.18,-10.03,-1.39,-2.47,0.72,-1.44,-2.55,-2.25
000056,皇庭国际,2021-02-25T00:00:00+08:00,9.96,10.03,-6.18,-10.03,-1.39,-2.47,0.72,-1.44,-2.55,-2.25,1.53
000056,皇庭国际,2021-02-26T00:00:00+08:00,10.03,-6.18,-10.03,-1.39,-2.47,0.72,-1.44,-2.55,-2.25,1.53,0.75
000056,皇庭国际,2021-04-07T00:00:00+08:00,10.04,7.82,-6.34,2.26,4.1,0.0,0.91,3.6,0.0,-2.32,4.15
000056,皇庭国际,2021-05-14T00:00:00+08:00,10.05,-10.02,-4.21,-3.62,4.56,6.15,0.24,-3.61,-0.5,9.3,-3.45
000056,皇庭国际,2021-07-19T00:00:00+08:00,9.93,6.02,5.05,-4.2,2.19,-4.29,-1.28,-2.92,-1.67,0.68,10.14
000056,皇庭国际,2021-08-02T00:00:00+08:00,10.14,10.12,2.51,-6.25,0.0,2.32,-0.85,3.14,-1.66,-3.94,-0.88
000056,皇庭国际,2021-08-03T00:00:00+08:00,10.12,2.51,-6.25,0.0,2.32,-0.85,3.14,-1.66,-3.94,-0.88,-4.14
000056,皇庭国际,2021-11-15T00:00:00+08:00,10.0,0.23,3.95,0.67,-2.22,1.14,0.22,-1.35,-0.68,-0.23,8.94
000049,德赛电池,2021-01-22T00:00:00+08:00,10.01,-0.57,-5.52,-3.67,-4.79,-0.16,8.82,2.86,-0.68,-2.5,-1.67
000049,德赛电池,2021-10-21T00:00:00+08:00,10.0,-1.93,9.99,6.17,-2.99,-6.95,3.76,7.69,-4.66,-2.21,-2.48
000049,德赛电池,2021-10-25T00:00:00+08:00,9.99,6.17,-2.99,-6.95,3.76,7.69,-4.66,-2.21,-2.48,-3.63,1.23
000049,德赛电池,2021-11-12T00:00:00+08:00,10.0,4.15,-2.93,2.41,4.15,-1.81,10.01,-1.95,-3.99,0.83,3.52
000049,德赛电池,2021-11-22T00:00:00+08:00,10.01,-1.95,-3.99,0.83,3.52,4.28,-1.64,-2.85,-0.06,-1.47,2.13
000060,中金岭南,2021-02-18T00:00:00+08:00,9.93,3.57,5.88,-1.34,-1.94,-1.78,-5.24,1.7,-3.35,3.25,-1.26
000059,华锦股份,2021-06-29T00:00:00+08:00,10.07,0.87,-6.13,-0.26,-0.92,1.45,3.13,-2.27,1.81,-4.31,5.57
000059,华锦股份,2021-11-23T00:00:00+08:00,10.04,4.36,-3.52,1.89,-0.4,-0.67,-1.48,-2.04,-0.97,-1.4,-2.14
000070,特发信息,2021-06-22T00:00:00+08:00,10.06,-4.35,-3.26,-2.05,0.62,0.86,-1.58,-5.17,0.52,4.13,-1.36
000068,华控赛格,2021-01-15T00:00:00+08:00,10.0,-2.69,0.0,0.0,0.35,-4.48,-0.36,0.0,-2.54,0.0,0.37
000065,北方国际,2021-03-29T00:00:00+08:00,9.99,9.97,10.0,10.04,7.97,-2.94,-1.01,-9.91,-4.93,0.43,-4.63
000065,北方国际,2021-03-30T00:00:00+08:00,9.97,10.0,10.04,7.97,-2.94,-1.01,-9.91,-4.93,0.43,-4.63,-2.82
000065,北方国际,2021-03-31T00:00:00+08:00,10.0,10.04,7.97,-2.94,-1.01,-9.91,-4.93,0.43,-4.63,-2.82,-2.44
000065,北方国际,2021-04-01T00:00:00+08:00,10.04,7.97,-2.94,-1.01,-9.91,-4.93,0.43,-4.63,-2.82,-2.44,0.24
000065,北方国际,2021-08-18T00:00:00+08:00,10.0,-1.11,-2.73,0.77,-1.52,0.51,1.28,-2.78,-2.08,2.26,6.62
000065,北方国际,2021-09-09T00:00:00+08:00,10.0,-3.81,-1.1,-3.44,1.61,-2.49,0.7,4.38,0.0,-4.64,-6.14
000066,中国长城,2021-05-18T00:00:00+08:00,10.0,10.01,-2.24,-5.18,7.26,0.9,-5.68,-0.81,3.28,0.99,-0.79
000066,中国长城,2021-05-19T00:00:00+08:00,10.01,-2.24,-5.18,7.26,0.9,-5.68,-0.81,3.28,0.99,-0.79,-2.11
000063,中兴通讯,2021-07-12T00:00:00+08:00,10.01,3.46,1.24,-0.64,0.2,5.77,-1.77,-0.75,0.41,-2.07,-0.6
000069,华侨城Ａ,2021-02-18T00:00:00+08:00,10.07,2.92,0.86,-1.59,1.12,1.72,-2.3,0.12,-0.12,1.73,1.95
000062,深圳华强,2021-05-06T00:00:00+08:00,10.0,6.72,-2.45,-4.61,0.63,-2.31,7.27,-0.3,-1.37,2.18,1.48
000062,深圳华强,2021-06-30T00:00:00+08:00,10.02,9.99,-4.52,-2.98,-0.93,0.41,-0.41,-1.11,3.79,-1.2,-5.83
000062,深圳华强,2021-07-01T00:00:00+08:00,9.99,-4.52,-2.98,-0.93,0.41,-0.41,-1.11,3.79,-1.2,-5.83,0.43
000062,深圳华强,2021-11-01T00:00:00+08:00,10.0,0.0,-0.68,1.0,0.43,1.48,-0.18,-2.07,5.61,-2.77,1.09
000166,申万宏源,2021-09-06T00:00:00+08:00,9.93,3.41,-3.95,5.49,4.72,1.71,-6.11,-2.6,1.34,-1.81,-0.5
000100,TCL科技,2021-01-12T00:00:00+08:00,9.97,7.44,-1.52,2.42,8.26,-10.01,0.33,7.57,1.43,-4.63,-0.74
000099,中信海直,2021-11-18T00:00:00+08:00,10.05,-0.72,-0.97,2.93,-0.95,-0.12,0.6,-0.12,0.36,0.6,-1.66
000155,川能动力,2021-01-05T00:00:00+08:00,10.04,1.06,5.35,-3.88,-9.95,10.01,7.22,2.93,10.05,9.99,0.55
000155,川能动力,2021-01-12T00:00:00+08:00,10.01,7.22,2.93,10.05,9.99,0.55,9.97,-0.71,9.99,3.37,7.47
000155,川能动力,2021-01-15T00:00:00+08:00,10.05,9.99,0.55,9.97,-0.71,9.99,3.37,7.47,-1.93,-10.0,3.37
000155,川能动力,2021-01-18T00:00:00+08:00,9.99,0.55,9.97,-0.71,9.99,3.37,7.47,-1.93,-10.0,3.37,-7.74
000155,川能动力,2021-01-20T00:00:00+08:00,9.97,-0.71,9.99,3.37,7.47,-1.93,-10.0,3.37,-7.74,9.99,4.1
000155,川能动力,2021-01-22T00:00:00+08:00,9.99,3.37,7.47,-1.93,-10.0,3.37,-7.74,9.99,4.1,-5.51,-10.0
000155,川能动力,2021-02-02T00:00:00+08:00,9.99,4.1,-5.51,-10.0,0.5,9.99,-2.71,2.65,-7.03,2.15,-8.29
000155,川能动力,2021-02-09T00:00:00+08:00,9.99,-2.71,2.65,-7.03,2.15,-8.29,-6.67,-2.38,-3.98,3.39,-4.01
000155,川能动力,2021-05-06T00:00:00+08:00,10.02,-1.88,9.07,-7.34,3.02,-1.7,5.33,-3.02,5.42,4.82,-2.15
000155,川能动力,2021-07-13T00:00:00+08:00,9.99,-7.77,2.35,1.9,-5.05,10.01,6.99,3.29,0.67,2.88,-10.01
000155,川能动力,2021-07-20T00:00:00+08:00,10.01,6.99,3.29,0.67,2.88,-10.01,-4.29,4.43,6.69,-0.43,-3.85
000155,川能动力,2021-08-04T00:00:00+08:00,10.0,10.0,5.0,-5.43,3.75,4.97,-2.29,7.55,-9.31,-4.17,1.05
000155,川能动力,2021-08-05T00:00:00+08:00,10.0,5.0,-5.43,3.75,4.97,-2.29,7.55,-9.31,-4.17,1.05,7.16
000155,川能动力,2021-08-20T00:00:00+08:00,10.01,5.66,2.73,8.09,-5.12,8.74,-4.27,5.03,-5.57,3.24,-9.44
000155,川能动力,2021-09-17T00:00:00+08:00,9.99,-2.76,1.9,-4.43,-9.99,-8.86,-7.41,7.08,-6.09,-3.0,-4.73
000155,川能动力,2021-10-20T00:00:00+08:00,10.0,5.11,-3.85,1.9,-3.06,0.47,-9.13,3.6,-3.13,-2.47,-0.74
000155,川能动力,2021-11-18T00:00:00+08:00,10.01,-2.28,1.72,-1.4,-1.27,3.21,1.07,6.05,-0.63,-0.67,0.14
000153,丰原药业,2021-05-25T00:00:00+08:00,10.06,1.85,-3.18,3.52,-1.47,-0.69,-1.85,4.13,-1.93,2.54,-1.92
000153,丰原药业,2021-06-21T00:00:00+08:00,10.04,-1.87,1.9,2.31,-1.18,1.96,4.69,-0.31,-1.02,-1.96,-0.63
000153,丰原药业,2021-08-27T00:00:00+08:00,10.03,-2.42,0.8,0.39,6.58,-0.46,5.09,3.17,-0.43,1.8,2.7
000153,丰原药业,2021-10-20T00:00:00+08:00,9.96,6.04,-2.5,0.88,0.0,0.26,-5.34,-3.23,-0.19,-3.16,0.79
000153,丰原药业,2021-11-10T00:00:00+08:00,9.97,1.48,1.63,-5.24,0.62,-1.24,-0.81,-0.54,0.27,1.54,-0.18
000153,丰原药业,2021-11-25T00:00:00+08:00,10.03,-0.49,-1.64,4.41,-1.19,-0.4,6.31,-7.15,-0.82,2.23,-2.26
000157,中联重科,2021-02-08T00:00:00+08:00,10.0,8.72,1.29,-4.03,2.03,-4.66,0.43,-1.79,4.96,-0.14,9.18
000157,中联重科,2021-08-02T00:00:00+08:00,9.99,1.19,2.72,-0.46,-1.27,6.08,0.88,-1.53,-2.33,0.0,-2.5
000157,中联重科,2021-09-01T00:00:00+08:00,10.03,2.54,-2.92,4.17,0.56,-2.65,1.82,3.01,-1.3,-4.28,-0.34
000150,宜华健康,2021-01-04T00:00:00+08:00,10.14,0.92,0.0,4.26,1.17,-3.17,-10.12,-3.31,-0.68,1.38,0.68
000150,宜华健康,2021-02-05T00:00:00+08:00,9.95,-5.88,-0.48,-0.97,6.34,6.42,4.31,-4.13,-1.29,-2.62,2.24
000150,宜华健康,2021-03-08T00:00:00+08:00,10.13,9.96,-9.76,-2.32,9.88,10.07,3.59,-4.42,-2.64,-1.69,1.72
000150,宜华健康,2021-03-09T00:00:00+08:00,9.96,-9.76,-2.32,9.88,10.07,3.59,-4.42,-2.64,-1.69,1.72,3.73
000150,宜华健康,2021-03-15T00:00:00+08:00,10.07,3.59,-4.42,-2.64,-1.69,1.72,3.73,-5.56,-4.15,0.72,1.79
000150,宜华健康,2021-04-16T00:00:00+08:00,10.07,-2.61,-1.68,7.85,-0.32,10.16,10.09,-2.62,0.27,4.02,2.32
