代码,名称,选中日期,选中当日涨跌幅,选中1日涨跌幅,选中2日涨跌幅,选中3日涨跌幅,选中4日涨跌幅,选中5日涨跌幅,选中6日涨跌幅,选中7日涨跌幅,选中8日涨跌幅,选中9日涨跌幅,选中10日涨跌幅
000837,秦川机床,2021-08-23T00:00:00+08:00,9.96,10.03,4.87,5.06,0.32,10.01,5.09,-8.03,1.96,-1.55,-3.08
000837,秦川机床,2021-08-24T00:00:00+08:00,10.03,4.87,5.06,0.32,10.01,5.09,-8.03,1.96,-1.55,-3.08,1.39
000837,秦川机床,2021-08-30T00:00:00+08:00,10.01,5.09,-8.03,1.96,-1.55,-3.08,1.39,-4.89,-0.48,-1.45,4.09
000837,秦川机床,2021-10-14T00:00:00+08:00,9.96,-3.43,2.82,1.33,-2.01,-1.69,-2.45,-0.28,-2.52,-2.2,-3.82
000848,承德露露,2021-05-26T00:00:00+08:00,10.02,10.0,-3.03,-0.73,-4.2,-1.2,2.99,2.15,-2.85,-5.64,0.23
000848,承德露露,2021-05-27T00:00:00+08:00,10.0,-3.03,-0.73,-4.2,-1.2,2.99,2.15,-2.85,-5.64,0.23,-3.67
000848,承德露露,2021-06-18T00:00:00+08:00,10.05,6.82,9.99,-1.12,3.22,-3.67,10.0,4.59,-1.16,-4.36,0.7
000848,承德露露,2021-06-22T00:00:00+08:00,9.99,-1.12,3.22,-3.67,10.0,4.59,-1.16,-4.36,0.7,2.87,-4.31
000848,承德露露,2021-06-28T00:00:00+08:00,10.0,4.59,-1.16,-4.36,0.7,2.87,-4.31,-3.53,-3.11,-0.95,10.02
000848,承德露露,2021-07-12T00:00:00+08:00,10.02,9.97,1.26,-4.21,-0.57,0.74,-0.97,-3.28,2.12,-9.88,-5.34
000848,承德露露,2021-07-13T00:00:00+08:00,9.97,1.26,-4.21,-0.57,0.74,-0.97,-3.28,2.12,-9.88,-5.34,-6.81
000848,承德露露,2021-07-29T00:00:00+08:00,10.0,-4.89,3.49,-2.88,-1.94,-1.46,-2.01,7.34,9.96,1.01,-2.36
000848,承德露露,2021-08-10T00:00:00+08:00,9.96,1.01,-2.36,10.02,10.03,-3.83,1.75,-2.11,-2.24,-0.74,-0.25
000848,承德露露,2021-08-13T00:00:00+08:00,10.02,10.03,-3.83,1.75,-2.11,-2.24,-0.74,-0.25,10.0,-9.84,1.42
000848,承德露露,2021-08-16T00:00:00+08:00,10.03,-3.83,1.75,-2.11,-2.24,-0.74,-0.25,10.0,-9.84,1.42,8.05
000848,承德露露,2021-08-25T00:00:00+08:00,10.0,-9.84,1.42,8.05,3.42,-2.79,0.83,-7.2,7.52,3.91,-2.68
000851,高鸿股份,2021-04-06T00:00:00+08:00,10.0,-0.48,-1.28,0.16,-2.59,-2.33,2.73,1.16,2.62,3.04,2.02
000852,石化机械,2021-03-05T00:00:00+08:00,9.98,1.05,-5.22,-2.42,1.58,0.22,0.89,-1.76,1.34,-0.88,-3.79
000852,石化机械,2021-06-22T00:00:00+08:00,10.02,-3.49,0.0,-2.61,3.92,-2.98,-1.02,-2.07,0.42,0.0,1.26
000852,石化机械,2021-09-06T00:00:00+08:00,10.04,9.98,10.02,9.96,0.26,-9.94,1.72,1.41,2.08,-2.59,10.06
000852,石化机械,2021-09-07T00:00:00+08:00,9.98,10.02,9.96,0.26,-9.94,1.72,1.41,2.08,-2.59,10.06,-3.17
000852,石化机械,2021-09-08T00:00:00+08:00,10.02,9.96,0.26,-9.94,1.72,1.41,2.08,-2.59,10.06,-3.17,-2.75
000852,石化机械,2021-09-09T00:00:00+08:00,9.96,0.26,-9.94,1.72,1.41,2.08,-2.59,10.06,-3.17,-2.75,9.97
000852,石化机械,2021-09-22T00:00:00+08:00,10.06,-3.17,-2.75,9.97,10.05,-10.02,-2.6,6.61,-10.01,-8.34,-9.97
000852,石化机械,2021-09-27T00:00:00+08:00,9.97,10.05,-10.02,-2.6,6.61,-10.01,-8.34,-9.97,4.82,1.99,1.95
000852,石化机械,2021-09-28T00:00:00+08:00,10.05,-10.02,-2.6,6.61,-10.01,-8.34,-9.97,4.82,1.99,1.95,0.0
000856,冀东装备,2021-03-31T00:00:00+08:00,10.0,-4.48,-4.04,-1.09,-0.27,-2.34,-3.1,-1.16,-3.39,0.61,-1.82
000858,五 粮 液,2021-09-27T00:00:00+08:00,10.0,-1.65,0.8,0.32,4.02,-0.18,0.68,4.43,0.21,-2.37,-8.11
000859,国风塑业,2021-01-15T00:00:00+08:00,9.92,-1.69,0.19,-2.48,0.0,-2.94,-0.6,0.81,-1.01,0.41,-1.62
000859,国风塑业,2021-06-28T00:00:00+08:00,10.09,-4.66,0.0,-0.17,1.52,0.33,1.33,-0.98,-2.31,3.05,4.93
000861,海印股份,2021-11-19T00:00:00+08:00,10.09,5.83,0.0,2.76,0.38,9.92,0.35,0.69,5.15,-0.65,4.28
000861,海印股份,2021-11-26T00:00:00+08:00,9.92,0.35,0.69,5.15,-0.65,4.28,7.89,-0.58,0.88,-5.83,3.72
000860,顺鑫农业,2021-09-27T00:00:00+08:00,10.02,0.5,-2.4,0.0,4.9,-0.03,1.08,2.24,-4.39,-3.74,-6.07
000862,银星能源,2021-01-29T00:00:00+08:00,10.03,-1.37,-4.39,-1.93,-5.67,-1.57,1.06,1.31,-0.78,3.39,2.53
000862,银星能源,2021-03-26T00:00:00+08:00,10.05,-0.21,-1.91,4.12,10.0,10.04,9.98,10.02,-6.54,-8.98,10.03
000862,银星能源,2021-04-01T00:00:00+08:00,10.0,10.04,9.98,10.02,-6.54,-8.98,10.03,-10.03,-3.04,-5.05,1.28
000862,银星能源,2021-04-02T00:00:00+08:00,10.04,9.98,10.02,-6.54,-8.98,10.03,-10.03,-3.04,-5.05,1.28,2.72
000862,银星能源,2021-04-06T00:00:00+08:00,9.98,10.02,-6.54,-8.98,10.03,-10.03,-3.04,-5.05,1.28,2.72,7.23
000862,银星能源,2021-04-07T00:00:00+08:00,10.02,-6.54,-8.98,10.03,-10.03,-3.04,-5.05,1.28,2.72,7.23,-1.81
000862,银星能源,2021-04-12T00:00:00+08:00,10.03,-10.03,-3.04,-5.05,1.28,2.72,7.23,-1.81,-2.85,-2.41,-3.18
000862,银星能源,2021-06-23T00:00:00+08:00,10.0,-2.64,-2.72,1.05,-3.28,-1.25,-3.25,0.56,0.37,2.78,0.72
000862,银星能源,2021-07-29T00:00:00+08:00,10.04,5.14,0.79,-3.13,0.81,-2.24,0.98,-1.3,1.15,5.2,-0.93
000862,银星能源,2021-09-07T00:00:00+08:00,10.01,10.04,-8.03,-6.08,1.69,-2.49,5.82,-3.76,4.6,10.0,5.7
000862,银星能源,2021-09-08T00:00:00+08:00,10.04,-8.03,-6.08,1.69,-2.49,5.82,-3.76,4.6,10.0,5.7,9.98
000862,银星能源,2021-09-22T00:00:00+08:00,10.0,5.7,9.98,-9.07,-9.98,-4.08,0.27,10.07,2.77,0.35,2.22
000862,银星能源,2021-09-24T00:00:00+08:00,9.98,-9.07,-9.98,-4.08,0.27,10.07,2.77,0.35,2.22,-5.59,-1.09
000862,银星能源,2021-10-18T00:00:00+08:00,10.07,2.77,0.35,2.22,-5.59,-1.09,3.3,5.21,-3.04,-3.6,9.99
000862,银星能源,2021-11-01T00:00:00+08:00,9.99,-3.61,-0.11,3.98,-8.2,-3.33,-1.6,-3.75,-0.78,1.57,-5.42
000875,吉电股份,2021-03-22T00:00:00+08:00,10.08,-2.99,-1.35,-7.81,1.69,6.04,-2.95,0.61,-0.6,-4.45,5.3
000875,吉电股份,2021-07-30T00:00:00+08:00,10.06,10.04,2.12,5.74,-0.45,-0.3,-3.8,-1.9,0.81,1.12,-2.37
000875,吉电股份,2021-08-02T00:00:00+08:00,10.04,2.12,5.74,-0.45,-0.3,-3.8,-1.9,0.81,1.12,-2.37,-0.97
000875,吉电股份,2021-08-26T00:00:00+08:00,10.0,-4.47,-2.65,1.76,-3.46,9.95,9.79,0.27,-0.13,2.16,-1.98
000875,吉电股份,2021-09-02T00:00:00+08:00,9.95,9.79,0.27,-0.13,2.16,-1.98,-0.54,0.27,-3.24,3.77,1.08
000869,张  裕Ａ,2021-03-29T00:00:00+08:00,9.99,-3.3,-3.71,0.4,1.44,-2.06,-1.36,1.1,-3.04,-0.61,1.96
000878,云南铜业,2021-02-18T00:00:00+08:00,10.01,2.97,10.03,-3.76,-4.2,1.05,-4.04,0.51,-3.74,2.64,-0.45
000878,云南铜业,2021-02-22T00:00:00+08:00,10.03,-3.76,-4.2,1.05,-4.04,0.51,-3.74,2.64,-0.45,-2.19,-2.44
000878,云南铜业,2021-05-10T00:00:00+08:00,10.01,-4.76,0.38,-4.98,-0.34,1.42,0.0,-2.19,-3.74,0.42,-0.07
000878,云南铜业,2021-08-24T00:00:00+08:00,10.04,6.17,-2.02,-0.13,-0.06,2.71,-2.58,5.42,-1.96,-1.25,1.45
000878,云南铜业,2021-09-13T00:00:00+08:00,10.02,-5.72,-0.62,-4.69,-3.38,-0.67,-1.73,-4.09,-6.09,1.33,-3.31
000877,天山股份,2021-01-06T00:00:00+08:00,10.01,-3.23,0.0,2.61,-1.0,-0.36,2.7,-2.45,-2.99,-0.18,-3.89
000877,天山股份,2021-03-11T00:00:00+08:00,10.03,5.92,-1.77,-2.5,-1.9,-0.85,-1.59,2.11,2.56,-4.63,-1.81
000877,天山股份,2021-08-20T00:00:00+08:00,10.01,1.25,-2.83,-1.77,-3.16,-5.26,3.73,10.03,4.62,-2.89,1.7
000877,天山股份,2021-09-01T00:00:00+08:00,10.03,4.62,-2.89,1.7,0.18,-1.9,5.28,-1.79,1.7,-4.67,-1.82
000876,新 希 望,2021-01-04T00:00:00+08:00,10.0,7.35,-2.76,0.0,-4.59,-4.03,1.53,-1.76,-0.68,-2.74,1.28
000876,新 希 望,2021-02-19T00:00:00+08:00,9.98,6.35,-5.09,-1.7,-3.22,-2.35,2.12,-2.28,1.75,-3.52,-4.62
000876,新 希 望,2021-09-16T00:00:00+08:00,9.97,3.99,-4.66,5.99,5.06,2.12,-0.21,2.29,0.27,1.02,1.34
000876,新 希 望,2021-11-03T00:00:00+08:00,10.01,3.78,-2.35,-0.51,-1.08,-1.28,1.37,0.77,3.12,-2.59,-0.82
000880,潍柴重机,2021-09-24T00:00:00+08:00,10.04,9.98,10.05,-10.02,-4.43,-3.81,-3.43,-5.22,-3.51,0.61,-2.05
000880,潍柴重机,2021-09-27T00:00:00+08:00,9.98,10.05,-10.02,-4.43,-3.81,-3.43,-5.22,-3.51,0.61,-2.05,2.34
000880,潍柴重机,2021-09-28T00:00:00+08:00,10.05,-10.02,-4.43,-3.81,-3.43,-5.22,-3.51,0.61,-2.05,2.34,-0.48
000881,中广核技,2021-01-20T00:00:00+08:00,9.98,0.0,-7.23,-5.43,0.96,2.94,-4.88,-2.62,5.87,3.85,-0.45
000881,中广核技,2021-04-06T00:00:00+08:00,9.98,1.08,-3.42,3.1,-2.29,-3.88,1.98,-10.01,-0.33,0.0,-2.0
000883,湖北能源,2021-03-18T00:00:00+08:00,9.97,5.25,5.44,-6.24,10.09,4.38,2.99,3.1,9.96,10.09,-2.95
000883,湖北能源,2021-03-24T00:00:00+08:00,10.09,4.38,2.99,3.1,9.96,10.09,-2.95,-6.24,0.51,3.57,-9.34
000883,湖北能源,2021-03-30T00:00:00+08:00,9.96,10.09,-2.95,-6.24,0.51,3.57,-9.34,9.95,6.41,-10.05,-3.61
000883,湖北能源,2021-03-31T00:00:00+08:00,10.09,-2.95,-6.24,0.51,3.57,-9.34,9.95,6.41,-10.05,-3.61,-5.35
000883,湖北能源,2021-04-09T00:00:00+08:00,9.95,6.41,-10.05,-3.61,-5.35,-1.69,-0.57,0.0,-4.62,0.61,-1.81
000883,湖北能源,2021-06-21T00:00:00+08:00,9.96,1.81,-2.37,-2.83,-0.42,1.46,-3.09,-2.34,-1.53,0.44,1.76
000883,湖北能源,2021-09-22T00:00:00+08:00,9.98,1.4,-0.69,-1.56,10.04,-3.36,-0.66,-5.83,-4.07,-3.87,-5.95
000883,湖北能源,2021-09-28T00:00:00+08:00,10.04,-3.36,-0.66,-5.83,-4.07,-3.87,-5.95,-0.61,-0.21,1.85,0.81
000868,安凯客车,2021-04-19T00:00:00+08:00,10.0,9.98,-3.02,3.95,-7.2,-5.6,-7.99,1.24,-3.68,-2.54,1.31
000868,安凯客车,2021-04-20T00:00:00+08:00,9.98,-3.02,3.95,-7.2,-5.6,-7.99,1.24,-3.68,-2.54,1.31,-4.38
000868,安凯客车,2021-05-12T00:00:00+08:00,10.03,-5.14,0.99,0.0,0.73,1.69,-0.48,-0.48,-2.64,0.74,2.45
000868,安凯客车,2021-08-12T00:00:00+08:00,9.93,-4.41,-1.32,-0.89,0.0,-0.9,-2.95,-0.7,-0.47,0.47,-3.53
000887,中鼎股份,2021-06-08T00:00:00+08:00,10.0,-0.42,2.62,-1.81,0.25,-4.44,-0.96,4.42,-0.51,1.7,0.0
000887,中鼎股份,2021-07-15T00:00:00+08:00,10.01,-4.38,0.21,-0.07,1.09,0.07,1.49,-2.66,-3.97,-3.77,5.77
000887,中鼎股份,2021-08-31T00:00:00+08:00,10.0,1.63,2.15,-4.0,-1.46,1.49,-1.35,0.63,-3.29,-0.88,0.3
000887,中鼎股份,2021-11-29T00:00:00+08:00,10.01,2.6,-4.86,-2.4,1.77,-2.24,-4.57,1.1,-1.04,1.1,1.85
000892,欢瑞世纪,2021-01-28T00:00:00+08:00,10.23,1.69,1.66,-2.86,-2.1,-6.87,10.14,10.04,9.89,10.03,8.81
000892,欢瑞世纪,2021-02-05T00:00:00+08:00,10.14,10.04,9.89,10.03,8.81,-10.12,1.61,-9.49,-1.4,-1.42,2.52
000892,欢瑞世纪,2021-02-08T00:00:00+08:00,10.04,9.89,10.03,8.81,-10.12,1.61,-9.49,-1.4,-1.42,2.52,-0.35
000892,欢瑞世纪,2021-02-10T00:00:00+08:00,10.03,8.81,-10.12,1.61,-9.49,-1.4,-1.42,2.52,-0.35,1.76,-1.73
000892,欢瑞世纪,2021-03-16T00:00:00+08:00,10.08,-0.7,-1.42,-2.16,2.57,-2.51,-2.57,0.38,0.0,-1.13,-4.56
000892,欢瑞世纪,2021-04-07T00:00:00+08:00,10.08,-3.87,0.0,1.47,-3.61,0.75,6.32,2.45,-2.39,-1.4,-3.55
000892,欢瑞世纪,2021-04-30T00:00:00+08:00,10.04,2.19,-1.43,0.36,2.53,1.06,-2.79,0.72,-4.63,0.37,-1.49
000892,欢瑞世纪,2021-05-21T00:00:00+08:00,9.96,0.67,-2.0,-0.68,9.93,-3.12,1.61,0.32,-3.47,0.33,-2.28
000892,欢瑞世纪,2021-05-27T00:00:00+08:00,9.93,-3.12,1.61,0.32,-3.47,0.33,-2.28,1.33,6.25,0.62,-2.77
000889,中嘉博创,2021-02-22T00:00:00+08:00,10.07,0.33,6.97,-3.88,-3.71,2.85,4.56,2.8,-0.91,2.45,1.79
000890,法尔胜,2021-05-17T00:00:00+08:00,9.94,5.08,-3.94,-3.92,4.85,-3.15,-0.38,1.73,3.96,-1.81,9.98
000890,法尔胜,2021-05-31T00:00:00+08:00,9.98,-2.02,0.86,6.12,-2.08,-2.29,0.5,3.0,-1.46,-2.46,2.69
000890,法尔胜,2021-11-26T00:00:00+08:00,9.93,3.01,-4.09,-1.63,1.24,-1.22,-3.1,-0.64,0.21,0.21,-0.64
000893,亚钾国际,2021-02-01T00:00:00+08:00,10.02,3.37,1.96,1.28,-5.69,-0.11,3.69,7.77,5.81,10.03,0.26
000893,亚钾国际,2021-02-19T00:00:00+08:00,10.03,0.26,3.52,-4.56,1.04,2.15,3.2,-4.89,2.66,-3.51,-2.42
000893,亚钾国际,2021-05-06T00:00:00+08:00,10.02,0.08,1.29,10.02,9.97,1.84,0.26,-4.31,10.02,4.52,-4.68
000893,亚钾国际,2021-05-11T00:00:00+08:00,10.02,9.97,1.84,0.26,-4.31,10.02,4.52,-4.68,0.74,3.53,0.0
000893,亚钾国际,2021-05-12T00:00:00+08:00,9.97,1.84,0.26,-4.31,10.02,4.52,-4.68,0.74,3.53,0.0,-1.35
000893,亚钾国际,2021-05-18T00:00:00+08:00,10.02,4.52,-4.68,0.74,3.53,0.0,-1.35,4.95,-0.45,-9.99,2.73
000893,亚钾国际,2021-07-01T00:00:00+08:00,10.0,0.05,2.72,-1.96,1.3,-3.68,-2.49,7.44,4.6,1.77,3.28
000895,双汇发展,2021-01-05T00:00:00+08:00,10.0,-0.15,-1.33,-0.44,-2.99,1.71,3.76,0.87,-3.7,-3.09,-1.92
000895,双汇发展,2021-10-19T00:00:00+08:00,9.99,-1.82,-0.75,0.68,-0.64,-3.08,3.0,3.91,1.94,0.17,4.97
000897,津滨发展,2021-10-14T00:00:00+08:00,9.95,-0.9,-1.37,0.0,0.93,10.09,10.0,-1.52,-7.69,-2.92,9.87
000897,津滨发展,2021-10-21T00:00:00+08:00,10.09,10.0,-1.52,-7.69,-2.92,9.87,-1.95,0.4,-4.76,10.0,4.92
000897,津滨发展,2021-10-22T00:00:00+08:00,10.0,-1.52,-7.69,-2.92,9.87,-1.95,0.4,-4.76,10.0,4.92,-3.61
000897,津滨发展,2021-11-03T00:00:00+08:00,10.0,4.92,-3.61,-0.75,3.02,-1.83,3.36,-3.25,-2.24,-0.76,-0.77
000899,赣能股份,2021-01-04T00:00:00+08:00,10.0,-9.99,0.28,-7.38,-0.77,2.16,-2.11,-7.56,-8.68,0.55,2.73
000899,赣能股份,2021-03-02T00:00:00+08:00,10.08,10.07,6.49,-9.84,1.73,-4.09,-0.71,4.47,3.42,-3.31,2.05
000899,赣能股份,2021-03-03T00:00:00+08:00,10.07,6.49,-9.84,1.73,-4.09,-0.71,4.47,3.42,-3.31,2.05,-2.68
000899,赣能股份,2021-03-26T00:00:00+08:00,10.09,3.33,2.9,4.39,1.95,-4.12,-1.23,2.18,-3.65,-2.21,0.81
000899,赣能股份,2021-04-13T00:00:00+08:00,9.94,-3.06,-7.52,-0.98,-0.33,-1.81,-4.19,0.7,-2.96,-3.94,-2.24
000899,赣能股份,2021-09-30T00:00:00+08:00,9.95,2.7,2.16,9.98,-1.65,5.31,-9.96,10.03,-5.76,0.43,-6.52
000899,赣能股份,2021-10-12T00:00:00+08:00,9.98,-1.65,5.31,-9.96,10.03,-5.76,0.43,-6.52,-9.09,-2.33,-3.07
000899,赣能股份,2021-10-18T00:00:00+08:00,10.03,-5.76,0.43,-6.52,-9.09,-2.33,-3.07,1.41,0.0,-3.82,-0.72
000898,鞍钢股份,2021-02-22T00:00:00+08:00,10.06,-0.59,-2.97,1.22,-2.11,3.7,-2.08,10.03,9.94,-6.78,-1.62
000898,鞍钢股份,2021-03-03T00:00:00+08:00,10.03,9.94,-6.78,-1.62,3.01,-3.46,4.41,-0.26,2.38,-0.52,-2.34
000898,鞍钢股份,2021-03-04T00:00:00+08:00,9.94,-6.78,-1.62,3.01,-3.46,4.41,-0.26,2.38,-0.52,-2.34,1.33
000898,鞍钢股份,2021-06-21T00:00:00+08:00,9.93,-5.16,-0.23,-1.82,4.63,-2.88,-0.46,1.83,-2.7,-0.92,-1.86
000898,鞍钢股份,2021-09-07T00:00:00+08:00,10.0,-2.27,9.97,-3.02,0.47,-6.2,-0.66,-1.66,-4.4,-0.53,0.18
000898,鞍钢股份,2021-09-09T00:00:00+08:00,9.97,-3.02,0.47,-6.2,-0.66,-1.66,-4.4,-0.53,0.18,-6.75,-5.33
000902,新洋丰,2021-06-22T00:00:00+08:00,10.02,-1.87,-2.03,-0.84,1.24,0.39,0.64,-1.73,-5.47,-1.52,4.06
000902,新洋丰,2021-07-09T00:00:00+08:00,9.98,10.02,0.86,3.58,3.72,4.73,-5.13,-3.0,1.29,6.78,3.58
000902,新洋丰,2021-07-12T00:00:00+08:00,10.02,0.86,3.58,3.72,4.73,-5.13,-3.0,1.29,6.78,3.58,-7.74
000905,厦门港务,2021-11-02T00:00:00+08:00,10.06,2.14,-1.12,-2.26,0.0,-1.01,0.44,0.44,-0.58,2.48,-1.99
000901,航天科技,2021-01-12T00:00:00+08:00,10.02,-2.12,-3.48,0.1,2.24,-2.09,3.89,1.87,-0.55,-3.42,-5.35
000901,航天科技,2021-08-18T00:00:00+08:00,10.01,-1.96,0.11,1.58,-2.28,-0.64,-0.75,-1.4,3.49,-0.84,-2.98
000908,景峰医药,2021-02-02T00:00:00+08:00,10.06,-5.54,9.97,10.13,9.93,-2.2,-9.68,5.74,0.24,0.24,4.93
000908,景峰医药,2021-02-04T00:00:00+08:00,9.97,10.13,9.93,-2.2,-9.68,5.74,0.24,0.24,4.93,2.68,-4.79
000908,景峰医药,2021-02-05T00:00:00+08:00,10.13,9.93,-2.2,-9.68,5.74,0.24,0.24,4.93,2.68,-4.79,-4.35
000908,景峰医药,2021-02-08T00:00:00+08:00,9.93,-2.2,-9.68,5.74,0.24,0.24,4.93,2.68,-4.79,-4.35,1.67
000908,景峰医药,2021-03-18T00:00:00+08:00,9.92,0.46,2.76,-0.22,-0.9,-4.31,0.24,1.89,2.32,-0.91,10.07
000908,景峰医药,2021-04-01T00:00:00+08:00,10.07,6.03,-4.31,1.64,4.23,0.97,-4.79,1.61,10.1,-2.16,-1.1
000908,景峰医药,2021-04-14T00:00:00+08:00,10.1,-2.16,-1.1,-3.9,-0.19,4.26,0.74,-7.75,10.0,10.0,10.08
000908,景峰医药,2021-04-26T00:00:00+08:00,10.0,10.0,10.08,-6.16,10.08,-3.63,-7.09,3.41,0.31,4.54,0.6
000908,景峰医药,2021-04-27T00:00:00+08:00,10.0,10.08,-6.16,10.08,-3.63,-7.09,3.41,0.31,4.54,0.6,-4.32
000908,景峰医药,2021-04-28T00:00:00+08:00,10.08,-6.16,10.08,-3.63,-7.09,3.41,0.31,4.54,0.6,-4.32,-3.58
000908,景峰医药,2021-04-30T00:00:00+08:00,10.08,-3.63,-7.09,3.41,0.31,4.54,0.6,-4.32,-3.58,10.0,2.05
000908,景峰医药,2021-05-18T00:00:00+08:00,10.0,2.05,1.44,-2.55,-3.92,2.12,-0.89,-3.74,-1.24,2.67,-1.23
000908,景峰医药,2021-07-01T00:00:00+08:00,9.96,0.98,-3.31,-2.82,3.11,-3.22,-0.21,-0.21,0.42,3.95,-3.2
000903,云内动力,2021-03-08T00:00:00+08:00,10.0,2.02,7.43,-2.07,-1.41,-2.39,0.98,0.0,-2.91,-2.49,1.28
000903,云内动力,2021-06-11T00:00:00+08:00,10.13,2.66,-3.07,0.49,0.0,0.0,1.45,-1.43,-2.91,0.5,0.74
000909,数源科技,2021-06-11T00:00:00+08:00,10.01,-4.06,-6.03,1.23,-1.75,0.96,0.27,-1.49,0.69,-2.73,0.42
000912,泸天化,2021-08-02T00:00:00+08:00,10.09,-1.2,-0.2,-2.02,1.24,-1.22,1.03,1.02,2.83,1.57,-4.64
000912,泸天化,2021-09-16T00:00:00+08:00,9.98,10.06,10.03,-2.88,-9.98,-7.26,2.28,-8.9,2.44,-2.09,-0.91
000912,泸天化,2021-09-17T00:00:00+08:00,10.06,10.03,-2.88,-9.98,-7.26,2.28,-8.9,2.44,-2.09,-0.91,-3.23
000912,泸天化,2021-09-22T00:00:00+08:00,10.03,-2.88,-9.98,-7.26,2.28,-8.9,2.44,-2.09,-0.91,-3.23,-4.44
000911,南宁糖业,2021-03-03T00:00:00+08:00,10.06,-0.23,-3.05,10.04,-7.74,10.0,0.73,3.22,-6.03,-1.82,0.44
000911,南宁糖业,2021-03-08T00:00:00+08:00,10.04,-7.74,10.0,0.73,3.22,-6.03,-1.82,0.44,2.82,-4.64,1.33
000911,南宁糖业,2021-03-10T00:00:00+08:00,10.0,0.73,3.22,-6.03,-1.82,0.44,2.82,-4.64,1.33,-5.46,1.15
000911,南宁糖业,2021-04-27T00:00:00+08:00,10.0,-3.91,1.76,-3.24,5.36,0.42,6.65,-2.77,9.98,-0.46,-3.72
000911,南宁糖业,2021-05-12T00:00:00+08:00,9.98,-0.46,-3.72,5.02,-0.92,-3.99,-2.51,3.87,-1.24,-0.68,-1.27
000911,南宁糖业,2021-08-13T00:00:00+08:00,9.98,2.57,5.09,0.43,-2.88,7.67,-0.16,-4.7,0.26,-2.04,0.43
000911,南宁糖业,2021-08-31T00:00:00+08:00,9.98,-4.88,5.45,7.98,-0.85,0.14,-2.7,0.51,-2.32,-7.2,-4.4
000915,华特达因,2021-04-08T00:00:00+08:00,10.02,10.01,-0.04,-3.95,3.7,0.39,-1.92,-0.25,0.58,1.99,1.59
000915,华特达因,2021-04-09T00:00:00+08:00,10.01,-0.04,-3.95,3.7,0.39,-1.92,-0.25,0.58,1.99,1.59,0.56
000915,华特达因,2021-07-05T00:00:00+08:00,10.01,-2.5,0.17,-3.79,-0.67,1.86,-1.19,0.25,2.05,-1.46,1.55
000913,钱江摩托,2021-05-27T00:00:00+08:00,10.01,-4.27,0.26,8.69,2.99,-7.72,4.31,-2.28,-1.74,-2.68,1.35
000919,金陵药业,2021-04-15T00:00:00+08:00,10.03,-0.91,0.79,-5.22,10.04,2.75,-9.98,3.92,2.08,2.04,6.37
000919,金陵药业,2021-04-21T00:00:00+08:00,10.04,2.75,-9.98,3.92,2.08,2.04,6.37,0.23,-8.31,2.3,6.12
000917,电广传媒,2021-04-13T00:00:00+08:00,10.11,9.98,-5.99,2.12,-3.97,0.2,0.79,-1.56,-2.38,-1.22,-0.82
000917,电广传媒,2021-04-14T00:00:00+08:00,9.98,-5.99,2.12,-3.97,0.2,0.79,-1.56,-2.38,-1.22,-0.82,2.07
000921,海信家电,2021-01-12T00:00:00+08:00,10.03,3.02,2.11,5.67,6.37,-1.42,2.59,-2.99,-0.24,-5.88,-2.0
000921,海信家电,2021-03-02T00:00:00+08:00,10.01,-3.95,-5.3,3.36,-1.34,-3.49,-1.47,3.6,-1.18,-1.33,0.13
000920,沃顿科技,2021-04-13T00:00:00+08:00,9.97,3.94,-8.47,-0.14,0.97,-2.47,-1.83,-0.57,1.15,-7.11,0.0
000920,沃顿科技,2021-05-18T00:00:00+08:00,10.05,1.14,-3.24,0.87,-1.01,-0.73,1.32,-0.15,2.47,-1.42,10.07
000920,沃顿科技,2021-06-01T00:00:00+08:00,10.07,-3.79,0.27,2.3,4.24,-3.18,1.57,-1.68,-3.94,-1.64,0.42
000920,沃顿科技,2021-07-07T00:00:00+08:00,10.01,10.04,9.97,6.65,-10.04,-9.35,2.0,0.65,1.19,-1.81,4.46
000920,沃顿科技,2021-07-08T00:00:00+08:00,10.04,9.97,6.65,-10.04,-9.35,2.0,0.65,1.19,-1.81,4.46,2.91
000920,沃顿科技,2021-07-09T00:00:00+08:00,9.97,6.65,-10.04,-9.35,2.0,0.65,1.19,-1.81,4.46,2.91,-4.15
000920,沃顿科技,2021-08-24T00:00:00+08:00,9.96,-2.39,2.85,-0.79,1.7,5.01,-6.83,5.92,-4.17,0.3,2.47
000920,沃顿科技,2021-09-17T00:00:00+08:00,9.99,-3.24,-2.77,1.72,-10.0,-9.98,-8.89,2.76,1.01,-2.1,-2.82
000922,佳电股份,2021-03-26T00:00:00+08:00,9.98,1.67,-2.67,-0.32,-1.37,-1.61,3.27,-0.11,-3.27,-6.77,-3.28
000922,佳电股份,2021-08-18T00:00:00+08:00,9.99,-6.31,9.96,10.04,-4.23,-0.35,-0.93,-1.76,10.06,8.71,-5.91
000922,佳电股份,2021-08-20T00:00:00+08:00,9.96,10.04,-4.23,-0.35,-0.93,-1.76,10.06,8.71,-5.91,1.49,-1.26
000922,佳电股份,2021-08-23T00:00:00+08:00,10.04,-4.23,-0.35,-0.93,-1.76,10.06,8.71,-5.91,1.49,-1.26,4.67
000922,佳电股份,2021-08-30T00:00:00+08:00,10.06,8.71,-5.91,1.49,-1.26,4.67,-0.61,0.1,1.53,-5.72,10.01
